gem,ficheiro,commit,categoria,loc_medio,loc_max,pct_singleton,pct_duck,mixins_por_classe,profundidade_heranca,metaprog_por_100,metodos,classes,formas,razao_formas,modo,componente,tamanho_componente,origem,posicao_ranking,relacionado,vizinhos_no_corpus,ligacoes_possiveis_no_corpus
bullet,lib/bullet/detector/n_plus_one_query.rb,bc55c037d27a,profiler and optimization,10.5,23,100,91,0.67,1,0.0,11,3,11,1.0,isolado,bullet#0,8,grupo,,True,4,4
bullet,lib/bullet/detector/unused_eager_loading.rb,bc55c037d27a,profiler and optimization,14.8,37,100,100,0.67,1,0.0,5,3,5,1.0,isolado,bullet#0,8,grupo,,True,2,2
bullet,lib/bullet/mongoid8x.rb,bc55c037d27a,profiler and optimization,15.7,57,17,50,0.0,0,33.3,6,2,6,1.0,isolado,bullet#0,8,grupo,,True,1,1
bullet,lib/bullet/stack_trace_filter.rb,bc55c037d27a,profiler and optimization,9.6,22,0,100,0.0,0,0.0,5,2,5,1.0,isolado,bullet#0,8,grupo,,True,1,1
capybara,lib/capybara/selenium/extensions/html5_drag.rb,a210c6e57872,testing,9,12,0,100,0.0,1,0.0,4,2,4,1.0,isolado,capybara#35,6,grupo,,True,3,3
capybara,lib/capybara/selenium/node.rb,a210c6e57872,testing,6.5,36,0,80,1.0,1,1.4,71,3,66,0.93,isolado,capybara#35,6,grupo,,True,4,4
capybara,lib/capybara/selenium/nodes/chrome_node.rb,a210c6e57872,testing,7.1,17,0,79,2.0,2,14.3,14,1,13,0.929,isolado,capybara#35,6,grupo,,True,2,2
capybara,lib/capybara/selenium/nodes/edge_node.rb,a210c6e57872,testing,8.2,17,0,91,1.0,2,18.2,11,1,11,1.0,isolado,capybara#35,6,grupo,66,True,2,2
capybara,lib/capybara/selenium/nodes/firefox_node.rb,a210c6e57872,testing,7.9,24,0,93,2.0,2,7.1,14,1,13,0.929,isolado,capybara#35,6,grupo,,True,2,2
capybara,lib/capybara/selenium/nodes/safari_node.rb,a210c6e57872,testing,9.2,19,0,100,0.0,2,0.0,10,1,10,1.0,isolado,capybara#35,6,grupo,,True,1,1
cocoapods,lib/cocoapods/command/install.rb,5493bfd201a3,package management,7.3,9,33,100,0.67,2,0.0,3,3,3,1.0,isolado,cocoapods#0,45,diversidade,31,False,0,0
commander,lib/commander/command.rb,b4c6be4b149c,cli builder,5.1,11,0,73,0.33,0,20.0,15,3,14,0.933,isolado,commander#0,3,grupo,,True,1,2
commander,lib/commander/runner.rb,b4c6be4b149c,cli builder,7.7,38,9,64,0.0,2,0.0,33,4,31,0.939,isolado,commander#0,3,grupo,,True,2,2
commander,lib/commander/user_interaction.rb,b4c6be4b149c,cli builder,7.4,32,0,83,0.0,0,6.7,30,4,28,0.933,isolado,commander#0,3,grupo,,True,1,2
concurrent-ruby,lib/concurrent-ruby/concurrent/executor/java_thread_pool_executor.rb,0b88d5ff75f6,concurrency and parallelism,5.1,35,0,87,0.5,4,0.0,15,2,15,1.0,com a biblioteca carregada,concurrent-ruby#8,1,diversidade,43,False,0,0
danger,lib/danger/ci_source/ci_source.rb,c94d38b3ce68,automation,3.1,4,57,29,0.0,0,0.0,7,2,6,0.857,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/ci_source/local_only_git_repo.rb,c94d38b3ce68,automation,3.3,5,33,50,0.0,1,0.0,6,2,6,1.0,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/commands/local.rb,c94d38b3ce68,automation,12,20,20,60,0.0,2,0.0,5,2,5,1.0,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/commands/mr.rb,c94d38b3ce68,automation,14,21,20,60,0.0,2,0.0,5,2,5,1.0,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/commands/pr.rb,c94d38b3ce68,automation,14.4,21,20,60,0.0,2,0.0,5,2,5,1.0,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/commands/staging.rb,c94d38b3ce68,automation,9.8,15,25,50,0.0,2,0.0,4,2,4,1.0,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/danger_core/environment_manager.rb,c94d38b3ce68,automation,6.2,19,25,56,0.0,0,0.0,16,2,15,0.938,isolado,danger#7,19,grupo,,True,14,14
danger,lib/danger/danger_core/executor.rb,c94d38b3ce68,automation,9.2,35,0,38,0.0,0,0.0,8,2,8,1.0,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/helpers/comment.rb,c94d38b3ce68,automation,4.4,8,40,80,0.0,0,0.0,5,2,5,1.0,isolado,danger#7,19,grupo,,True,2,2
danger,lib/danger/helpers/comments_helper.rb,c94d38b3ce68,automation,8.9,21,0,64,0.33,0,0.0,14,3,14,1.0,isolado,danger#7,19,grupo,,True,7,7
danger,lib/danger/helpers/comments_parsing_helper.rb,c94d38b3ce68,automation,8.2,16,0,50,0.0,0,0.0,6,3,6,1.0,isolado,danger#7,19,grupo,,True,5,5
danger,lib/danger/request_sources/bitbucket_cloud.rb,c94d38b3ce68,automation,10.4,42,14,64,0.33,1,0.0,14,3,13,0.929,isolado,danger#7,19,grupo,,True,2,2
danger,lib/danger/request_sources/bitbucket_server.rb,c94d38b3ce68,automation,9.4,44,11,74,0.33,1,0.0,19,3,18,0.947,isolado,danger#7,19,grupo,,True,2,2
danger,lib/danger/request_sources/github/github.rb,c94d38b3ce68,automation,14.6,68,5,82,0.33,1,0.0,38,3,35,0.921,isolado,danger#7,19,grupo,,True,4,5
danger,lib/danger/request_sources/github/github_review.rb,c94d38b3ce68,automation,5.5,12,0,57,0.25,0,0.0,14,4,11,0.786,isolado,danger#7,19,grupo,,True,2,3
danger,lib/danger/request_sources/gitlab.rb,c94d38b3ce68,automation,14.8,77,6,74,0.33,1,0.0,34,3,32,0.941,isolado,danger#7,19,grupo,124,True,4,4
danger,lib/danger/request_sources/local_only.rb,c94d38b3ce68,automation,3.2,9,11,11,0.33,1,0.0,9,3,6,0.667,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/request_sources/request_source.rb,c94d38b3ce68,automation,3.5,9,32,21,0.0,0,0.0,19,3,12,0.632,isolado,danger#7,19,grupo,,True,1,1
danger,lib/danger/request_sources/vsts.rb,c94d38b3ce68,automation,12.2,57,10,70,0.33,1,0.0,20,3,17,0.85,isolado,danger#7,19,grupo,,True,3,3
debug,lib/debug/breakpoint.rb,bad4d38f8330,developer tooling,8.9,43,2,62,0.25,1,7.7,52,8,46,0.885,isolado,debug#1,14,grupo,,True,2,7
debug,lib/debug/client.rb,bad4d38f8330,developer tooling,19.1,62,42,58,0.0,1,33.3,12,3,12,1.0,isolado,debug#1,14,grupo,,True,1,2
debug,lib/debug/config.rb,bad4d38f8330,developer tooling,18.1,177,52,59,0.0,0,11.1,27,2,26,0.963,isolado,debug#1,14,grupo,,True,4,10
debug,lib/debug/console.rb,bad4d38f8330,developer tooling,11.8,65,0,50,0.5,0,0.0,16,2,13,0.812,isolado,debug#1,14,grupo,,True,1,3
debug,lib/debug/dap_custom/traceInspector.rb,bad4d38f8330,developer tooling,14.8,53,0,90,0.0,1,10.0,20,7,19,0.95,isolado,debug#1,14,grupo,,True,2,4
debug,lib/debug/frame_info.rb,bad4d38f8330,developer tooling,6.5,17,5,68,0.0,0,0.0,22,2,22,1.0,isolado,debug#1,14,grupo,,True,2,5
debug,lib/debug/irb_integration.rb,bad4d38f8330,developer tooling,7.7,8,0,33,0.0,0,66.7,3,4,3,1.0,isolado,debug#1,14,grupo,,True,2,3
debug,lib/debug/local.rb,bad4d38f8330,developer tooling,7.2,17,0,31,0.0,1,0.0,13,2,13,1.0,isolado,debug#1,14,grupo,135,True,1,6
debug,lib/debug/server.rb,bad4d38f8330,developer tooling,18.4,58,0,73,0.0,2,0.0,26,8,24,0.923,isolado,debug#1,14,grupo,,True,5,7
debug,lib/debug/server_cdp.rb,bad4d38f8330,developer tooling,27,202,9,83,0.27,1,26.1,46,11,42,0.913,isolado,debug#1,14,grupo,33,True,4,7
debug,lib/debug/server_dap.rb,bad4d38f8330,developer tooling,32.6,219,12,81,0.17,1,28.1,32,6,31,0.969,isolado,debug#1,14,grupo,,True,4,6
debug,lib/debug/session.rb,bad4d38f8330,developer tooling,15.6,675,16,69,0.62,1,3.4,149,24,129,0.866,isolado,debug#1,14,grupo,,True,10,11
debug,lib/debug/thread_client.rb,bad4d38f8330,developer tooling,14.7,377,1,76,0.62,1,5.7,87,8,82,0.943,isolado,debug#1,14,grupo,,True,8,11
debug,lib/debug/tracer.rb,bad4d38f8330,developer tooling,9.6,55,0,67,0.33,1,4.8,21,6,20,0.952,isolado,debug#1,14,grupo,,True,4,8
devise,lib/devise.rb,9ea459de9aec,authentication and oauth,7.7,44,89,42,0.43,0,5.3,19,7,19,1.0,isolado,devise#0,13,grupo,,True,10,10
devise,lib/devise/controllers/helpers.rb,9ea459de9aec,authentication and oauth,8.6,43,6,67,0.6,1,33.3,18,5,18,1.0,isolado,devise#0,13,grupo,,True,4,4
devise,lib/devise/controllers/rememberable.rb,9ea459de9aec,authentication and oauth,4.9,8,14,86,0.0,0,0.0,7,3,7,1.0,isolado,devise#0,13,grupo,,True,1,1
devise,lib/devise/controllers/sign_in_out.rb,9ea459de9aec,authentication and oauth,8,14,0,100,0.0,0,16.7,6,3,6,1.0,isolado,devise#0,13,grupo,,True,3,3
devise,lib/devise/controllers/store_location.rb,9ea459de9aec,authentication and oauth,5.7,10,0,71,0.0,0,0.0,7,3,7,1.0,isolado,devise#0,13,grupo,,True,2,2
devise,lib/devise/controllers/url_helpers.rb,9ea459de9aec,authentication and oauth,10,22,67,33,0.0,0,133.3,3,3,3,1.0,isolado,devise#0,13,grupo,,True,2,2
devise,lib/devise/mailers/helpers.rb,9ea459de9aec,authentication and oauth,6.4,18,0,71,0.67,0,14.3,7,3,7,1.0,isolado,devise#0,13,grupo,,True,2,2
devise,lib/devise/mapping.rb,9ea459de9aec,authentication and oauth,6.3,21,17,72,0.0,0,11.1,18,2,17,0.944,isolado,devise#0,13,grupo,,True,7,8
devise,lib/devise/models.rb,9ea459de9aec,authentication and oauth,13.5,34,33,67,1.33,1,100.0,6,3,6,1.0,isolado,devise#1,1,diversidade,38,False,0,0
devise,lib/devise/models/authenticatable.rb,9ea459de9aec,authentication and oauth,4.7,16,5,41,0.25,0,13.6,22,4,19,0.864,isolado,devise#0,13,grupo,,True,1,1
devise,lib/devise/models/confirmable.rb,9ea459de9aec,authentication and oauth,6.4,26,3,50,0.25,0,0.0,30,4,26,0.867,isolado,devise#0,13,grupo,,True,1,1
devise,lib/devise/models/rememberable.rb,9ea459de9aec,authentication and oauth,5.9,18,8,46,0.25,0,0.0,13,4,13,1.0,isolado,devise#0,13,grupo,,True,1,1
devise,lib/devise/rails/routes.rb,9ea459de9aec,authentication and oauth,12.9,46,0,65,0.2,0,11.8,17,5,15,0.882,isolado,devise#0,13,grupo,,True,1,2
devise,lib/devise/token_generator.rb,9ea459de9aec,authentication and oauth,4.8,9,0,75,0.0,0,0.0,4,2,4,1.0,isolado,devise#0,13,grupo,,True,1,1
eventmachine,lib/em/protocols/header_and_content.rb,9cb13a8a6236,concurrency and parallelism,10.3,35,14,29,0.33,1,0.0,7,3,7,1.0,isolado,eventmachine#8,3,grupo,,True,1,1
eventmachine,lib/em/protocols/linetext2.rb,9cb13a8a6236,concurrency and parallelism,11.6,63,0,56,0.0,0,0.0,9,3,8,0.889,isolado,eventmachine#8,3,grupo,,True,2,2
eventmachine,lib/em/protocols/stomp.rb,9cb13a8a6236,concurrency and parallelism,7.8,29,0,45,0.25,0,0.0,11,4,10,0.909,isolado,eventmachine#8,3,grupo,,True,1,1
eye,lib/eye/dsl/pure_opts.rb,300aa8793112,process management and monitoring,11.9,39,22,33,0.0,0,122.2,9,1,7,0.778,isolado,eye#1,36,diversidade,9,False,0,0
faraday,lib/faraday.rb,f1ace878bae1,http clients and tools,4,7,100,29,0.0,0,14.3,7,1,7,1.0,isolado,faraday#0,1,diversidade,14,False,0,0
fastlane,produce/lib/produce/service.rb,38d0ec404332,mobile development,39.6,328,30,50,1.5,0,0.0,10,2,9,0.9,isolado,fastlane#0,349,diversidade,11,False,0,0
fastlane,spaceship/lib/spaceship/portal/cloud_container.rb,38d0ec404332,mobile development,4,5,100,100,0.0,2,0.0,3,3,3,1.0,isolado,fastlane#101,1,diversidade,19,False,0,0
geocoder,lib/geocoder/results/ipqualityscore.rb,d3515db46c57,geolocation,11,27,33,0,0.0,1,0.0,3,3,3,1.0,isolado,geocoder#52,1,diversidade,30,False,0,0
gitlab,lib/gitlab.rb,4818c5712616,third-party apis,4.3,7,100,67,1.0,0,33.3,6,1,6,1.0,isolado,gitlab#0,3,grupo,,True,1,1
gitlab,lib/gitlab/cli.rb,4818c5712616,third-party apis,19.7,43,100,67,1.0,0,0.0,3,1,3,1.0,isolado,gitlab#1,2,diversidade,41,False,0,0
gitlab,lib/gitlab/cli_helpers.rb,4818c5712616,third-party apis,9.4,32,0,67,0.0,0,11.1,18,2,17,0.944,isolado,gitlab#0,3,grupo,,True,2,2
gitlab,lib/gitlab/client.rb,4818c5712616,third-party apis,4.2,5,0,75,32.5,2,0.0,4,2,4,1.0,isolado,gitlab#2,1,diversidade,12,False,0,0
gitlab,lib/gitlab/help.rb,4818c5712616,third-party apis,10.3,18,100,83,1.0,0,0.0,6,1,6,1.0,isolado,gitlab#0,3,grupo,,True,1,1
gli,lib/gli/gli_option_parser.rb,4029b76c888a,cli builder,17.9,57,0,73,0.0,2,9.1,11,5,11,1.0,isolado,gli#13,2,diversidade,37,False,0,0
guard,lib/guard.rb,170d63c6ca57,file system listener,11,28,100,89,1.0,0,11.1,9,1,9,1.0,isolado,guard#0,22,diversidade,10,False,0,0
httpclient,lib/httpclient.rb,5bc7b0d383c4,http clients and tools,8.9,44,3,59,0.1,2,8.5,71,10,54,0.761,isolado,httpclient#0,10,diversidade,28,False,0,0
i18n,lib/i18n/locale/tag/rfc4646.rb,8beba7876163,internationalization,3.6,6,57,71,0.2,1,14.3,7,5,7,1.0,isolado,i18n#13,1,diversidade,35,False,0,0
jaro_winkler,lib/jaro_winkler/jaro_winkler_pure.rb,9d7b6c110fa8,scientific,17.1,84,100,71,0.0,2,0.0,7,3,7,1.0,isolado,jaro_winkler#0,1,diversidade,46,False,0,0
mail,lib/mail/encodings/base64.rb,d645d7b5b7d0,email,3,3,100,0,0.0,5,0.0,5,3,4,0.8,isolado,mail#0,27,diversidade,7,False,0,0
mongo,lib/mongo/auth/aws/conversation.rb,049b718a2d47,database drivers,12.4,32,0,60,0.0,2,0.0,5,4,5,1.0,isolado,mongo#5,8,grupo,,True,2,2
mongo,lib/mongo/auth/conversation_base.rb,049b718a2d47,database drivers,8.8,16,0,50,0.0,0,0.0,4,3,4,1.0,isolado,mongo#5,8,grupo,,True,5,5
mongo,lib/mongo/auth/gssapi/conversation.rb,049b718a2d47,database drivers,6.4,11,0,80,0.0,2,0.0,5,4,5,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/auth/sasl_conversation_base.rb,049b718a2d47,database drivers,8.8,17,0,80,0.0,1,40.0,5,3,5,1.0,isolado,mongo#5,8,grupo,,True,3,3
mongo,lib/mongo/auth/scram/conversation.rb,049b718a2d47,database drivers,5.3,8,0,67,0.0,3,0.0,3,4,3,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/auth/scram256/conversation.rb,049b718a2d47,database drivers,5.7,9,0,67,0.0,3,0.0,3,4,3,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/auth/scram_conversation_base.rb,049b718a2d47,database drivers,4.6,23,0,46,0.0,2,0.0,26,3,25,0.962,isolado,mongo#5,8,grupo,,True,4,4
mongo,lib/mongo/auth/x509/conversation.rb,049b718a2d47,database drivers,4.3,5,0,33,0.0,1,0.0,3,4,3,1.0,isolado,mongo#5,8,grupo,,True,1,1
mongo,lib/mongo/collection.rb,049b718a2d47,database drivers,7,50,0,49,2.0,0,0.0,37,2,35,0.946,isolado,mongo#12,47,diversidade,40,False,0,0
parallel,lib/parallel.rb,cd5ba09894cd,concurrency and parallelism,11.2,59,71,70,0.0,2,10.7,56,9,55,0.982,isolado,parallel#0,1,diversidade,16,False,0,0
parallel_tests,lib/parallel_tests.rb,e4870a1632aa,testing,6,15,100,64,0.0,0,0.0,14,1,14,1.0,isolado,parallel_tests#0,5,grupo,,True,4,4
parallel_tests,lib/parallel_tests/cli.rb,e4870a1632aa,testing,17.9,196,0,80,0.0,0,4.0,25,2,25,1.0,isolado,parallel_tests#0,5,grupo,,True,1,1
parallel_tests,lib/parallel_tests/gherkin/runner.rb,e4870a1632aa,testing,6.8,16,100,54,0.0,1,7.7,13,3,11,0.846,isolado,parallel_tests#0,5,grupo,,True,1,1
parallel_tests,lib/parallel_tests/rspec/runner.rb,e4870a1632aa,testing,4.6,14,100,25,0.0,1,0.0,12,3,9,0.75,isolado,parallel_tests#0,5,grupo,,True,1,1
parallel_tests,lib/parallel_tests/tasks.rb,e4870a1632aa,testing,8.1,22,100,40,0.0,0,0.0,15,2,14,0.933,isolado,parallel_tests#0,5,grupo,,True,1,1
prawn,lib/prawn/text/formatted/parser.rb,f82783b1d020,pdf,34.7,114,100,100,0.0,0,0.0,6,4,5,0.833,isolado,prawn#0,8,diversidade,13,False,0,0
pry,lib/pry/command.rb,5a267df08ad6,irb,6.4,34,44,52,2.5,0,12.5,48,2,46,0.958,isolado,pry#0,69,diversidade,23,False,0,0
pry,lib/pry/input_completer.rb,5a267df08ad6,irb,46,171,0,100,0.0,0,40.0,5,2,5,1.0,isolado,pry#10,1,diversidade,22,False,0,0
puma,lib/puma/cluster/worker.rb,8085b75e79e3,web servers,53.3,125,0,100,0.0,1,0.0,3,3,3,1.0,com a biblioteca carregada,puma#0,21,diversidade,18,False,0,0
rdoc,lib/rdoc/generator/darkfish.rb,4e303b392092,documentation,18,65,0,97,1.0,0,0.0,31,1,31,1.0,isolado,rdoc#0,50,diversidade,26,False,0,0
rdoc,lib/rdoc/markdown.rb,4e303b392092,documentation,51.6,1405,1,29,0.0,1,2.3,304,4,170,0.559,isolado,rdoc#8,2,diversidade,5,False,0,0
rest-client,lib/restclient.rb,cf3e5a115bcd,http clients and tools,4.7,34,84,11,0.0,0,0.0,19,1,9,0.474,isolado,rest-client#0,9,grupo,,True,2,2
rest-client,lib/restclient/abstract_response.rb,cf3e5a115bcd,http clients and tools,8.3,33,5,89,0.0,0,0.0,19,2,19,1.0,isolado,rest-client#0,9,grupo,,True,2,3
rest-client,lib/restclient/payload.rb,cf3e5a115bcd,http clients and tools,6.7,29,0,80,0.17,1,0.0,25,6,24,0.96,isolado,rest-client#0,9,grupo,,True,1,4
rest-client,lib/restclient/platform.rb,cf3e5a115bcd,http clients and tools,4.3,8,100,0,0.0,0,0.0,6,2,6,1.0,isolado,rest-client#0,9,grupo,,True,1,1
rest-client,lib/restclient/raw_response.rb,cf3e5a115bcd,http clients and tools,4.2,8,0,80,0.5,0,0.0,5,2,5,1.0,isolado,rest-client#0,9,grupo,,True,1,4
rest-client,lib/restclient/request.rb,cf3e5a115bcd,http clients and tools,18,130,6,79,0.0,0,3.0,33,2,33,1.0,isolado,rest-client#0,9,grupo,,True,5,8
rest-client,lib/restclient/resource.rb,cf3e5a115bcd,http clients and tools,6.1,9,0,88,0.0,0,0.0,16,2,8,0.5,isolado,rest-client#0,9,grupo,,True,2,3
rest-client,lib/restclient/response.rb,cf3e5a115bcd,http clients and tools,7,18,29,57,0.5,1,0.0,7,2,6,0.857,isolado,rest-client#0,9,grupo,,True,3,5
rest-client,lib/restclient/utils.rb,cf3e5a115bcd,http clients and tools,16.4,34,100,86,0.0,0,0.0,7,2,7,1.0,isolado,rest-client#0,9,grupo,,True,3,4
roo,lib/roo/base.rb,20d424f8bf96,spreadsheets and documents,8.9,28,4,73,6.0,0,1.9,52,1,51,0.981,isolado,roo#0,3,grupo,108,True,2,2
roo,lib/roo/csv.rb,20d424f8bf96,spreadsheets and documents,6.3,24,0,67,0.0,1,0.0,15,2,12,0.8,isolado,roo#0,3,grupo,,True,1,1
roo,lib/roo/excelx/cell.rb,20d424f8bf96,spreadsheets and documents,8.3,16,22,67,0.0,1,0.0,9,4,9,1.0,isolado,roo#2,7,diversidade,1,False,0,0
roo,lib/roo/open_office.rb,20d424f8bf96,spreadsheets and documents,16.3,104,0,84,0.5,1,0.0,32,2,32,1.0,isolado,roo#0,3,grupo,,True,1,1
rouge,lib/rouge/lexers/javascript.rb,afc3c52c2af0,code highlighting,6.3,14,100,14,0.0,2,0.0,7,3,6,0.857,isolado,rouge#19,3,grupo,,True,2,2
rouge,lib/rouge/lexers/livescript.rb,afc3c52c2af0,code highlighting,3.8,8,100,17,0.0,2,0.0,6,3,5,0.833,isolado,rouge#19,3,grupo,,True,1,1
rouge,lib/rouge/lexers/sas.rb,afc3c52c2af0,code highlighting,51,188,100,0,0.0,2,0.0,7,3,5,0.714,isolado,rouge#30,1,diversidade,8,False,0,0
rouge,lib/rouge/lexers/typescript/common.rb,afc3c52c2af0,code highlighting,9.4,22,20,20,0.0,0,0.0,5,3,3,0.6,isolado,rouge#19,3,grupo,,True,1,1
rubocop-rspec,lib/rubocop/rspec/align_let_brace.rb,2488441eb70a,code formatting,5,9,0,62,0.67,0,12.5,8,3,8,1.0,isolado,rubocop-rspec#71,1,diversidade,24,False,0,0
selenium-webdriver,lib/selenium/webdriver/bidi/support/bidi_generate.rb,9175ed94d83e,testing,6.2,21,22,78,0.0,0,0.0,138,2,134,0.971,isolado,selenium-webdriver#14,2,diversidade,20,False,0,0
sentry-ruby,sentry-ruby/lib/sentry-ruby.rb,a940dfdb5a64,error handling,5.5,28,100,79,1.0,0,6.9,58,1,54,0.931,isolado,sentry-ruby#1,51,diversidade,39,True,1,1
